Object Type,Title,STAGE URL,Item ARK,Parent ARK,File Name,Item Sequence,Visibility,Name.photographer,Contents note,Date.created,Date.normalized,Description.note,Format.dimensions,Format.extent,Genre,Local identifier,Box,Item Number,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.rightsHolderContact,Subject geographic,Subject topic,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,Bell Untitled 0001,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1zs8kz4,ark:/21198/z1zs8kz4,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0001.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A portrait of a woman.,1 7/8 x 2 5/8 in.,1 print,photographic prints|~|black-and-white photographs,meap0097_bell_b001_001|~|box: meap0097_bell_b001|~|item number: 001,meap0097_bell_b001,001,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs8kz4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zs8kz4/manifest
Work,Bell Untitled 0002,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1v46jkj,ark:/21198/z1v46jkj,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0002.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A portrait of a woman.,2 x 2 3/8 in.,1 print,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_002|~|box: meap0097_bell_b001|~|item number: 002,meap0097_bell_b001,002,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v46jkj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v46jkj/manifest
Work,Bell Untitled 0003,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1qc5sz5,ark:/21198/z1qc5sz5,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0003.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A portrait of a young girl with short hair.,2 x 2 3/8 in.,1 print,photographic prints|~|black-and-white photographs,meap0097_bell_b001_003|~|box: meap0097_bell_b001|~|item number: 003,meap0097_bell_b001,003,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc5sz5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc5sz5/manifest
Work,Bell Untitled 0004,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1km528p,ark:/21198/z1km528p,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0004.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A justice of the Supreme Court in Ghana. There is another print of the same sitter: meap0097_bell_b001_117,2 1/4 x 2 7/8 in.,1 print,photographic prints|~|black-and-white photographs|~|contact sheets,meap0097_bell_b001_004|~|box: meap0097_bell_b001|~|item number: 004,meap0097_bell_b001,004,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km528p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km528p/manifest
Work,Bell Untitled 0005,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1fv49hh,ark:/21198/z1fv49hh,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0005.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,"A portrait man in a University of Ghana, Legon graduation gown and a woman",2 1/4 x 2 7/8 in.,1 print,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_005|~|box: meap0097_bell_b001|~|item number: 005,meap0097_bell_b001,005,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv49hh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv49hh/manifest
Work,Bell Untitled 0006,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1b33jq6,ark:/21198/z1b33jq6,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0006.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A portrait of Efua Theodora Sutherland. There are multiple prints of the same sitter in the same pose including: meap0097_bell_b001_007 and meap0097_bell_b001_008,2 3/6 x 2 1/2 in.,1 sheet,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_006|~|box: meap0097_bell_b001|~|item number: 006,meap0097_bell_b001,006,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b33jq6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b33jq6/manifest
Work,Bell Untitled 0007,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z16b2sz1,ark:/21198/z16b2sz1,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0007.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A portrait of Efua Theodora Sutherland. There are multiple prints of the same sitter in the same pose including: meap0097_bell_b001_006 and meap0097_bell_b001_008,3 3/6 x 2 1/2 in.,1 print,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_007|~|box: meap0097_bell_b001|~|item number: 007,meap0097_bell_b001,007,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16b2sz1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16b2sz1/manifest
Work,Bell Untitled 0008,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z12k2290,ark:/21198/z12k2290,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0008.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A portrait of Efua Theodora Sutherland. There are multiple prints of the same sitter in the same pose including: meap0097_bell_b001_006 and meap0097_bell_b001_007,4 3/6 x 2 1/2 in.,1 print,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_008|~|box: meap0097_bell_b001|~|item number: 008,meap0097_bell_b001,008,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12k2290,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12k2290/manifest
Work,Bell Untitled 0010,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1xx0871,ark:/21198/z1xx0871,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0010.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A justice of the Supreme Court in Ghana.,2 x 3 1/2 in.,1 print,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_010|~|box: meap0097_bell_b001|~|item number: 010,meap0097_bell_b001,010,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits|~|Government and Politics,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xx0871,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xx0871/manifest
Work,Bell Untitled 0011,https://ursus-stage.library.ucla.edu/catalog/ark:/21198/z1t49hjh,ark:/21198/z1t49hjh,ark:/21198/z13j93dc|~|ark:/21198/z13b7wpn,Masters/MEAP/MEAPghana/images/4-0097_batch01_tifs_simple/meap0097_bell_b001_0011.tif,,open,"Bell, Willis E.",,1957-1978,1957/1978,A justice of the Supreme Court in Ghana.There is another print of the same sitter: meap0097_bell_b001_124,2 x 3 1/2 in.,1 print,photographic prints|~|black-and-white photographs|~|sepia prints,meap0097_bell_b001_011|~|box: meap0097_bell_b001|~|item number: 011,meap0097_bell_b001,011,"Mmofra Foundation (Accra, Ghana)",still image,copyrighted,unpublished,"contact@willisbellarchive.org; mmofraghana@gmail.com; P.O. Box 165, Legon, Accra, Ghana",Greater Accra (Ghana)|~|Ghana,Portraits|~|Government and Politics,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t49hjh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t49hjh/manifest
